symptom_text,department,label
pelvic pain chronic,Gynecology,7
cataract since 1 week,Ophthalmology,10
knee pain mild to moderate,Orthopedics,2
bone pain sudden onset,Orthopedics,2
excessive sweating with fever,Endocrinology,6
frequent urination since 2 days,Endocrinology,6
health certificate worsening at night,General Medicine,13
acid reflux with fever,Gastroenterology,4
wheezing after eating,Pulmonology,5
fainting after eating,Neurology,1
confusion sudden onset,Neurology,1
acne chronic,Dermatology,3
cough for 3 weeks,Pulmonology,5
nasal congestion,ENT,11
loss of appetite mild to moderate,General Medicine,13
foamy urine since 2 days,Nephrology,12
tonsillitis with fever,ENT,11
anxiety with fever,Psychiatry,9
heart racing since 2 days,Cardiology,0
mood swings,Psychiatry,9
sudden weight gain chronic,Endocrinology,6
frequent urination after eating,Endocrinology,6
breast lump worsening at night,Gynecology,7
swollen face in morning since 1 week,Nephrology,12
schizophrenia symptoms mild to moderate,Psychiatry,9
acne since 1 week,Dermatology,3
insulin resistance worsening at night,Endocrinology,6
numbness in face in the morning,Neurology,1
frequent UTI since 2 days,Nephrology,12
skin rash chronic,Dermatology,3
hair thinning chronic,Endocrinology,6
asthma attack mild to moderate,Pulmonology,5
watery eyes worsening at night,Ophthalmology,10
stomach pain since 1 week,Gastroenterology,4
hearing loss in the morning,ENT,11
childhood asthma since 2 days,Pediatrics,8
child rash since 2 days,Pediatrics,8
diarrhea after eating,Gastroenterology,4
floaters in vision since 1 week,Ophthalmology,10
OCD symptoms since 1 week,Psychiatry,9
shoulder stiffness sudden onset,Orthopedics,2
itching in the morning,Dermatology,3
knee pain since 2 days,Orthopedics,2
cataract worsening at night,Ophthalmology,10
delayed milestones since 2 days,Pediatrics,8
chest tightness at rest chronic,Cardiology,0
frequent UTI mild to moderate,Nephrology,12
nausea since 1 week,Gastroenterology,4
swollen wrist worsening at night,Orthopedics,2
ear pain since 2 days,ENT,11
nausea worsening at night,Gastroenterology,4
eye pain sudden onset,Ophthalmology,10
foamy urine in the morning,Nephrology,12
stomach pain since 1 week,Gastroenterology,4
dialysis related since 1 week,Nephrology,12
tonsillitis worsening at night,ENT,11
dengue symptoms with fever,General Medicine,13
child fever,Pediatrics,8
mood swings mild to moderate,Psychiatry,9
sudden weight gain since 1 week,Endocrinology,6
child rash after eating,Pediatrics,8
allergic skin reaction since 2 days,Dermatology,3
chest congestion since 1 week,Pulmonology,5
glaucoma symptoms with fever,Ophthalmology,10
stress chronic,Psychiatry,9
anxiety mild to moderate,Psychiatry,9
glaucoma symptoms with fever,Ophthalmology,10
squinting since 2 days,Ophthalmology,10
TB symptoms,Pulmonology,5
infant not feeding with fever,Pediatrics,8
eczema flare after eating,Dermatology,3
cough for 3 weeks worsening at night,Pulmonology,5
seizures mild to moderate,Neurology,1
watery eyes since 2 days,Ophthalmology,10
swollen face in morning after eating,Nephrology,12
breast lump chronic,Gynecology,7
child rash after eating,Pediatrics,8
pelvic pain chronic,Gynecology,7
breathlessness on exertion since 2 days,Cardiology,0
newborn jaundice mild to moderate,Pediatrics,8
dengue symptoms after eating,General Medicine,13
weakness on one side worsening at night,Neurology,1
hip pain while walking in the morning,Orthopedics,2
boil on skin after eating,Dermatology,3
runny nose mild to moderate,ENT,11
dialysis related since 1 week,Nephrology,12
shoulder stiffness worsening at night,Orthopedics,2
fainting worsening at night,Neurology,1
decreased urine output,Nephrology,12
sinusitis,ENT,11
red eye,Ophthalmology,10
cough for 3 weeks,Pulmonology,5
itching after eating,Dermatology,3
glaucoma symptoms since 1 week,Ophthalmology,10
depression sudden onset,Psychiatry,9
sudden weight gain mild to moderate,Endocrinology,6
tonsillitis,ENT,11
dizziness while climbing stairs after eating,Cardiology,0
chest tightness at rest in the morning,Cardiology,0
sudden weight gain since 2 days,Endocrinology,6
excessive sweating sudden onset,Endocrinology,6
slurred speech in the morning,Neurology,1
PCOD symptoms worsening at night,Gynecology,7
bone pain after eating,Orthopedics,2
pelvic pain after eating,Gynecology,7
swollen face in morning since 2 days,Nephrology,12
hormonal imbalance since 2 days,Gynecology,7
yellow eyes mild to moderate,Gastroenterology,4
TB symptoms since 2 days,Pulmonology,5
pelvic pain after eating,Gynecology,7
eye pain since 1 week,Ophthalmology,10
nausea in the morning,Gastroenterology,4
PCOD symptoms worsening at night,Gynecology,7
hair loss with fever,Dermatology,3
palpitations,Cardiology,0
weakness sudden onset,General Medicine,13
swollen wrist in the morning,Orthopedics,2
coughing blood worsening at night,Pulmonology,5
watery eyes since 1 week,Ophthalmology,10
blurry vision sudden onset,Ophthalmology,10
eye pain with fever,Ophthalmology,10
breathlessness at night worsening at night,Pulmonology,5
dizziness while climbing stairs mild to moderate,Cardiology,0
confusion worsening at night,Neurology,1
insomnia sudden onset,Psychiatry,9
cataract since 2 days,Ophthalmology,10
skin rash with fever,Dermatology,3
difficulty swallowing since 2 days,Gastroenterology,4
sinusitis since 2 days,ENT,11
vision blurring suddenly after eating,Neurology,1
dengue symptoms in the morning,General Medicine,13
foamy urine after eating,Nephrology,12
frequent UTI with fever,Nephrology,12
frequent urination mild to moderate,Endocrinology,6
delayed milestones in the morning,Pediatrics,8
coughing blood worsening at night,Pulmonology,5
thyroid swelling,Endocrinology,6
weakness on one side mild to moderate,Neurology,1
blood in stool since 1 week,Gastroenterology,4
insomnia,Psychiatry,9
pregnancy symptoms mild to moderate,Gynecology,7
newborn jaundice worsening at night,Pediatrics,8
runny nose,ENT,11
acid reflux since 1 week,Gastroenterology,4
boil on skin after eating,Dermatology,3
acne in the morning,Dermatology,3
blurry vision in the morning,Ophthalmology,10
squinting,Ophthalmology,10
TB symptoms in the morning,Pulmonology,5
pelvic pain worsening at night,Gynecology,7
hip pain while walking sudden onset,Orthopedics,2
fatigue since 1 week,Endocrinology,6
suicidal thoughts,Psychiatry,9
eye pain mild to moderate,Ophthalmology,10
sinusitis chronic,ENT,11
decreased urine output chronic,Nephrology,12
nasal congestion mild to moderate,ENT,11
foamy urine mild to moderate,Nephrology,12
heart racing with fever,Cardiology,0
chest pressure mild to moderate,Cardiology,0
swollen ankles sudden onset,Cardiology,0
nail discoloration worsening at night,Dermatology,3
cold and cough mild to moderate,General Medicine,13
thyroid swelling since 1 week,Endocrinology,6
hip pain while walking with fever,Orthopedics,2
infant not feeding since 2 days,Pediatrics,8
pregnancy symptoms sudden onset,Gynecology,7
body ache mild to moderate,General Medicine,13
confusion worsening at night,Neurology,1
allergic skin reaction since 2 days,Dermatology,3
frequent UTI mild to moderate,Nephrology,12
child ear pain,Pediatrics,8
depression with fever,Psychiatry,9
allergic skin reaction mild to moderate,Dermatology,3
child ear pain since 1 week,Pediatrics,8
sudden weight gain since 1 week,Endocrinology,6
chest pressure,Cardiology,0
vision blurring suddenly worsening at night,Neurology,1
seizures chronic,Neurology,1
breast lump since 2 days,Gynecology,7
kidney pain sudden onset,Nephrology,12
dizziness since 2 days,Neurology,1
back pain since 2 days,Orthopedics,2
boil on skin after eating,Dermatology,3
watery eyes since 1 week,Ophthalmology,10
suicidal thoughts with fever,Psychiatry,9
newborn jaundice after eating,Pediatrics,8
eczema flare,Dermatology,3
frequent chest infections since 2 days,Pulmonology,5
breast lump since 2 days,Gynecology,7
cough for 3 weeks sudden onset,Pulmonology,5
frequent chest infections with fever,Pulmonology,5
hair thinning since 2 days,Endocrinology,6
cold intolerance mild to moderate,Endocrinology,6
hearing loss since 2 days,ENT,11
shortness of breath after eating,Cardiology,0
cataract sudden onset,Ophthalmology,10
fever after eating,General Medicine,13
severe headache after eating,Neurology,1
fracture after eating,Orthopedics,2
fracture since 2 days,Orthopedics,2
severe headache sudden onset,Neurology,1
decreased urine output in the morning,Nephrology,12
cold and cough in the morning,General Medicine,13
smoking related cough mild to moderate,Pulmonology,5
back pain,Orthopedics,2
foamy urine mild to moderate,Nephrology,12
decreased urine output with fever,Nephrology,12
tingling in hands after eating,Neurology,1
dengue symptoms mild to moderate,General Medicine,13
heart racing sudden onset,Cardiology,0
seizures chronic,Neurology,1
panic attacks after eating,Psychiatry,9
cataract since 2 days,Ophthalmology,10
breathlessness at night since 1 week,Pulmonology,5
tonsillitis after eating,ENT,11
slurred speech since 1 week,Neurology,1
typhoid symptoms in the morning,General Medicine,13
palpitations worsening at night,Cardiology,0
phobia mild to moderate,Psychiatry,9
blood in urine after eating,Nephrology,12
boil on skin after eating,Dermatology,3
breathlessness on exertion with fever,Cardiology,0
menstrual cramps,Gynecology,7
vaccination since 1 week,Pediatrics,8
pregnancy symptoms since 1 week,Gynecology,7
typhoid symptoms mild to moderate,General Medicine,13
glaucoma symptoms mild to moderate,Ophthalmology,10
weakness mild to moderate,General Medicine,13
seizures with fever,Neurology,1
frequent chest infections worsening at night,Pulmonology,5
acne with fever,Dermatology,3
dizziness since 2 days,Neurology,1
chest congestion since 1 week,Pulmonology,5
insulin resistance chronic,Endocrinology,6
ear pain after eating,ENT,11
dengue symptoms after eating,General Medicine,13
menopause symptoms with fever,Gynecology,7
breast lump since 2 days,Gynecology,7
decreased urine output,Nephrology,12
blurry vision mild to moderate,Ophthalmology,10
chest pain with fever,Cardiology,0
difficulty swallowing worsening at night,Gastroenterology,4
frequent chest infections chronic,Pulmonology,5
wheezing after eating,Pulmonology,5
smoking related cough sudden onset,Pulmonology,5
frequent chest infections since 1 week,Pulmonology,5
yellow eyes chronic,Gastroenterology,4
neck stiffness in the morning,Orthopedics,2
kidney pain after eating,Nephrology,12
pelvic pain,Gynecology,7
suicidal thoughts with fever,Psychiatry,9
fatigue worsening at night,General Medicine,13
hearing loss since 1 week,ENT,11
childhood asthma after eating,Pediatrics,8
weakness on one side,Neurology,1
vomiting since 1 week,Gastroenterology,4
dizziness chronic,Neurology,1
eye pain,Ophthalmology,10
fatigue after eating,Endocrinology,6
nasal congestion chronic,ENT,11
phobia worsening at night,Psychiatry,9
menstrual cramps,Gynecology,7
cold intolerance worsening at night,Endocrinology,6
schizophrenia symptoms in the morning,Psychiatry,9
irregular heartbeat after eating,Cardiology,0
insomnia mild to moderate,Psychiatry,9
PCOD symptoms worsening at night,Gynecology,7
loss of appetite since 1 week,General Medicine,13
sore throat after eating,ENT,11
stress mild to moderate,Psychiatry,9
vomiting mild to moderate,Gastroenterology,4
kidney pain sudden onset,Nephrology,12
chest congestion in the morning,Pulmonology,5
blurry vision worsening at night,Ophthalmology,10
acid reflux with fever,Gastroenterology,4
PCOD symptoms with fever,Gynecology,7
smoking related cough chronic,Pulmonology,5
frequent UTI in the morning,Nephrology,12
delayed milestones mild to moderate,Pediatrics,8
child rash since 1 week,Pediatrics,8
itching chronic,Dermatology,3
dialysis related sudden onset,Nephrology,12
foamy urine sudden onset,Nephrology,12
anxiety sudden onset,Psychiatry,9
hair loss,Dermatology,3
back pain since 1 week,Orthopedics,2
decreased urine output worsening at night,Nephrology,12
excessive sweating in the morning,Endocrinology,6
fainting sudden onset,Neurology,1
asthma attack since 2 days,Pulmonology,5
asthma attack since 1 week,Pulmonology,5
loss of appetite sudden onset,General Medicine,13
fainting worsening at night,Neurology,1
thyroid swelling in the morning,Endocrinology,6
itching since 2 days,Dermatology,3
eczema flare in the morning,Dermatology,3
child ear pain since 1 week,Pediatrics,8
delayed milestones with fever,Pediatrics,8
joint swelling sudden onset,Orthopedics,2
schizophrenia symptoms worsening at night,Psychiatry,9
insulin resistance mild to moderate,Endocrinology,6
allergic skin reaction chronic,Dermatology,3
vomiting sudden onset,Gastroenterology,4
red eye worsening at night,Ophthalmology,10
neck stiffness chronic,Orthopedics,2
TB symptoms chronic,Pulmonology,5
vaginal discharge with fever,Gynecology,7
difficulty swallowing worsening at night,Gastroenterology,4
foamy urine worsening at night,Nephrology,12
sinusitis since 2 days,ENT,11
constipation worsening at night,Gastroenterology,4
fatigue with fever,Endocrinology,6
cold and cough chronic,General Medicine,13
glaucoma symptoms in the morning,Ophthalmology,10
heart racing sudden onset,Cardiology,0
diabetes symptoms in the morning,Endocrinology,6
sudden weight gain since 2 days,Endocrinology,6
knee pain chronic,Orthopedics,2
irregular heartbeat chronic,Cardiology,0
insulin resistance sudden onset,Endocrinology,6
weakness mild to moderate,General Medicine,13
blood in stool since 1 week,Gastroenterology,4
cold and cough with fever,General Medicine,13
kidney pain in the morning,Nephrology,12
knee pain after eating,Orthopedics,2
swollen wrist since 2 days,Orthopedics,2
child rash after eating,Pediatrics,8
body ache after eating,General Medicine,13
fatigue since 2 days,Endocrinology,6
suicidal thoughts worsening at night,Psychiatry,9
memory loss chronic,Neurology,1
pregnancy symptoms sudden onset,Gynecology,7
tingling in hands worsening at night,Neurology,1
schizophrenia symptoms since 2 days,Psychiatry,9
chest pressure after eating,Cardiology,0
childhood asthma since 2 days,Pediatrics,8
memory loss since 1 week,Neurology,1
foamy urine sudden onset,Nephrology,12
breathlessness on exertion chronic,Cardiology,0
glaucoma symptoms chronic,Ophthalmology,10
child rash worsening at night,Pediatrics,8
